Row ID,Order ID,Year,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
2746,ORD12745,2024,2024-08-16,2024-08-20,Second Class,CUST5745,Kumar,Corporate,India,Kochi,Kerala,612054,East,PRD7745,Fashion,Perfume,Nike Shoes,,9,0.2,0.0
2747,ORD12746,2024,2024-11-29,2024-12-05,Standard Class,CUST5746,Rahul,Home Office,India,Hyderabad,Telangana,693060,Central,PRD7746,Sports,Shoes,Mixer Pro,,5,0.05,0.0
2748,ORD12747,2023,2023-09-15,2023-09-16,First Class,CUST5747,Rahul,Consumer,India,Hyderabad,Telangana,607288,Central,PRD7747,Electronics,Mixer,Mixer Pro,57126.0,7,0.0,
2749,ORD12748,2023,2023-06-09,2023-06-08,Standard Class,CUST5748,Rahul,Corporate,India,Mangalore,Karnataka,646540,South,PRD7748,Sports,TV,LED Bulb,10084.0,8,0.0,1118.7628918922346
2750,ORD12749,2023,2023-05-09,2023-05-14,Standard Class,CUST5749,Akalya,Corporate,India,Chennai,Tamil Nadu,680192,North,PRD7749,Electronics,Shirt,Sports Watch,4492.0,8,0.05,926.6316303458091
2751,ORD12750,2024,2024-07-12,2024-07-19,Same Day,CUST5750,Kumar,Consumer,India,Mysuru,Karnataka,657812,North,PRD7750,Electronics,TV,LED Bulb,77943.0,9,0.05,21448.38164900625
2752,ORD12751,2024,2024-10-22,,Standard Class,CUST5751,Kumar,Consumer,India,New Delhi,Delhi,642609,West,PRD7751,Beauty,Mixer,Sports Watch,16530.0,8,0.1,918.4855395435957
2753,ORD12752,2024,2024-03-07,2024-03-13,Same Day,CUST5752,Meena,Corporate,India,Kozhikode,Kerala,646361,East,PRD7752,Home,Perfume,Samsung Mobile,,7,0.1,0.0
2754,ORD12753,2023,2023-12-08,2023-12-15,First Class,CUST5753,Rahul,Consumer,India,Salem,Tamil Nadu,633026,South,PRD7753,Fashion,Mixer,Smart TV,18144.0,1,0.1,2386.358006991418
2755,ORD12754,2023,2023-01-03,2023-01-01,Same Day,CUST5754,Sara,Consumer,India,Kochi,Kerala,659293,Central,PRD7754,Home,Laptop,Mixer Pro,22667.0,6,,2641.9322399279795
2756,ORD12755,2023,2023-02-26,2023-02-26,First Class,CUST5755,Vijay,Corporate,India,Salem,Tamil Nadu,626987,West,PRD7755,Fashion,Shoes,Cotton Shirt,60691.0,8,0.1,4292.528677835351
2757,ORD12756,2023,2023-06-10,2023-06-14,,CUST5756,Sara,Consumer,India,New Delhi,Delhi,653159,Central,PRD7756,Home,TV,iPhone 14,23033.0,4,0.2,3964.6599789657685
2758,ORD12757,2024,2024-12-23,2024-12-26,Second Class,CUST5757,Kumar,Corporate,India,New Delhi,Delhi,635051,South,PRD7757,Electronics,TV,Nike Shoes,70256.0,6,,9603.871865959665
2759,ORD12758,2024,2024-06-19,2024-06-21,,CUST5758,Meena,Consumer,India,Pune,Maharashtra,651362,West,PRD7758,Fashion,TV,LED Bulb,5768.0,8,0.1,1671.1799016436928
2760,ORD12759,2024,2024-07-26,2024-07-31,Same Day,CUST5759,Rahul,Corporate,India,Kochi,Kerala,675416,Central,PRD7759,Beauty,Mixer,LED Bulb,74094.0,4,0.2,
2761,ORD12760,2023,2023-08-28,2023-08-30,First Class,CUST5760,Rahul,Home Office,India,Coimbatore,Tamil Nadu,677043,North,PRD7760,Fashion,TV,iPhone 14,75411.0,2,0.2,19999.70083221482
2762,ORD12761,2024,2024-08-14,2024-08-15,,CUST5761,Sara,Consumer,India,Hyderabad,Telangana,676815,South,PRD7761,Electronics,Mobile,Nike Shoes,19657.0,5,0.2,4075.450443651913
2763,ORD12762,2024,2024-04-11,2024-04-13,Second Class,CUST5762,Sara,Consumer,India,Coimbatore,Tamil Nadu,632594,Central,PRD7762,Beauty,Perfume,LED Bulb,46607.0,7,0.05,4318.990975671305
2764,ORD12763,2023,2023-01-21,2023-01-23,Same Day,CUST5763,Vijay,Consumer,India,New Delhi,Delhi,652587,North,PRD7763,Fashion,Laptop,Nike Shoes,55467.0,3,0.2,13221.435603278609
2765,ORD12764,2024,2024-11-15,2024-11-20,Second Class,CUST5764,Meena,Consumer,India,Nagpur,Maharashtra,683238,North,PRD7764,Electronics,Laptop,Smart TV,30692.0,4,0.2,2912.252386316601
2766,ORD12765,2024,2024-08-28,2024-08-26,Second Class,CUST5765,Vijay,Consumer,India,New Delhi,Delhi,620825,East,PRD7765,Fashion,Shoes,HP Laptop,63978.0,7,,12082.265232857562
2767,ORD12766,2023,2023-02-21,2023-02-26,First Class,CUST5766,Kumar,Corporate,India,Trivandrum,Kerala,636561,Central,PRD7766,Beauty,Mobile,HP Laptop,63208.0,4,0.2,16434.665741034896
2768,ORD12767,2024,2024-12-14,2024-12-17,,CUST5767,Akalya,Home Office,India,Nagpur,Maharashtra,691381,West,PRD7767,Fashion,Laptop,Mixer Pro,40934.0,10,0.0,
2769,ORD12768,2023,2023-12-04,2023-12-09,Same Day,CUST5768,Sara,Corporate,India,New Delhi,Delhi,622101,South,PRD7768,Home,Shirt,Samsung Mobile,57671.0,6,0.0,12699.876850241331
2770,ORD12769,2024,2024-04-17,2024-04-24,Second Class,CUST5769,Meena,Consumer,India,Madurai,Tamil Nadu,608939,South,PRD7769,Sports,Mixer,Cotton Shirt,63986.0,7,,10380.484610773245
2771,ORD12770,2023,2023-12-13,2023-12-20,,CUST5770,Rahul,Home Office,India,Mangalore,Karnataka,612251,East,PRD7770,Sports,Laptop,Sports Watch,41253.0,3,0.0,6416.744040141566
2772,ORD12771,2023,2023-07-16,2023-07-20,First Class,CUST5771,Deepa,Consumer,India,Bengaluru,Karnataka,669158,East,PRD7771,Home,Shirt,iPhone 14,45599.0,10,0.1,8557.135111972664
2773,ORD12772,2023,2023-09-29,2023-10-03,Standard Class,CUST5772,Kumar,Home Office,India,Madurai,Tamil Nadu,615189,North,PRD7772,Beauty,Shirt,Samsung Mobile,47875.0,8,,5339.469773660679
2774,ORD12773,2023,2023-09-24,2023-09-28,,CUST5773,Meena,Consumer,India,Salem,Tamil Nadu,609321,Central,PRD7773,Electronics,Perfume,Samsung Mobile,38161.0,9,0.05,3368.372477777949
2775,ORD12774,2024,2024-05-31,2024-05-28,Standard Class,CUST5774,Rahul,Corporate,India,Coimbatore,Tamil Nadu,643468,West,PRD7774,Electronics,Mixer,Sports Watch,34163.0,2,,7363.488895672192
2776,ORD12775,2023,2023-02-06,2023-02-09,First Class,CUST5775,Meena,Consumer,India,New Delhi,Delhi,676741,West,PRD7775,Home,Mobile,Sports Watch,37586.0,7,0.0,6886.045515325768
2777,ORD12776,2024,2024-11-30,2024-12-02,Second Class,CUST5776,Rahul,Home Office,India,Pune,Maharashtra,668091,East,PRD7776,Beauty,Mixer,LED Bulb,62435.0,3,0.05,9528.285331120785
2778,ORD12777,2024,2024-01-11,,,CUST5777,Meena,Consumer,India,Mangalore,Karnataka,624381,East,PRD7777,Beauty,Perfume,Samsung Mobile,17688.0,2,0.0,4338.3135336219075
2779,ORD12778,2024,2024-09-02,2024-08-31,,CUST5778,Kumar,Home Office,India,Bengaluru,Karnataka,633773,West,PRD7778,Sports,Shirt,Sports Watch,56829.0,1,0.2,8024.730752238691
2780,ORD12779,2023,2023-12-08,2023-12-14,Second Class,CUST5779,Sara,Consumer,India,New Delhi,Delhi,617974,North,PRD7779,Electronics,Shoes,Samsung Mobile,68467.0,4,0.1,20155.177561556917
2781,ORD12780,2023,2023-01-17,2023-01-16,Second Class,CUST5780,Akalya,Home Office,India,Hyderabad,Telangana,677487,West,PRD7780,Sports,Mobile,Nike Shoes,19518.0,2,0.1,3815.9632267938123
2782,ORD12781,2024,2024-08-24,2024-08-31,,CUST5781,Kumar,Consumer,India,Bengaluru,Karnataka,693142,North,PRD7781,Home,Shirt,Nike Shoes,24253.0,1,0.0,5328.419708764871
2783,ORD12782,2023,2023-02-05,2023-02-11,Second Class,CUST5782,Rahul,Home Office,India,Bengaluru,Karnataka,669273,West,PRD7782,Electronics,Shirt,Samsung Mobile,37036.0,5,,10119.770720363675
2784,ORD12783,2024,2024-06-07,2024-06-11,Same Day,CUST5783,Kumar,Consumer,India,Kozhikode,Kerala,644020,South,PRD7783,Electronics,Mixer,Nike Shoes,75015.0,6,0.2,19100.80803644957
2785,ORD12784,2024,2024-01-22,2024-01-28,Standard Class,CUST5784,Kumar,Corporate,India,Trivandrum,Kerala,659842,North,PRD7784,Sports,Shoes,LED Bulb,67530.0,5,0.05,14471.616579016476
2786,ORD12785,2024,2024-07-12,2024-07-13,Same Day,CUST5785,Kumar,Corporate,India,Pune,Maharashtra,694828,North,PRD7785,Electronics,Mobile,Sports Watch,11385.0,5,0.05,1181.153390508611
2787,ORD12786,2023,2023-08-09,2023-08-11,Second Class,CUST5786,Kumar,Corporate,India,Salem,Tamil Nadu,620516,Central,PRD7786,Home,Mixer,Mixer Pro,63557.0,1,0.0,
2788,ORD12787,2023,2023-11-02,2023-10-30,Second Class,CUST5787,Akalya,Corporate,India,Pune,Maharashtra,625190,East,PRD7787,Electronics,Laptop,Cotton Shirt,,9,,0.0
2789,ORD12788,2023,2023-01-25,2023-01-28,,CUST5788,Sara,Consumer,India,Kozhikode,Kerala,645562,South,PRD7788,Home,TV,Cotton Shirt,47848.0,10,0.2,11293.894432606294
2790,ORD12789,2024,2024-02-06,2024-02-13,Second Class,CUST5789,Deepa,Consumer,India,New Delhi,Delhi,661794,Central,PRD7789,Electronics,Shoes,iPhone 14,21626.0,4,0.0,1277.996427083674
2791,ORD12790,2024,2024-10-19,2024-10-23,Second Class,CUST5790,Rahul,Consumer,India,Salem,Tamil Nadu,618774,South,PRD7790,Home,Perfume,LED Bulb,35077.0,7,0.0,
2792,ORD12791,2023,2023-09-09,2023-09-14,Same Day,CUST5791,Vijay,Corporate,India,Mumbai,Maharashtra,684852,Central,PRD7791,Electronics,Shoes,Samsung Mobile,13872.0,8,0.05,2046.6730871770828
2793,ORD12792,2023,2023-12-21,2023-12-25,,CUST5792,Kumar,Corporate,India,Salem,Tamil Nadu,674978,West,PRD7792,Fashion,Mobile,HP Laptop,3400.0,3,0.05,514.6199306293344
2794,ORD12793,2023,2023-05-16,2023-05-17,,CUST5793,Sara,Consumer,India,Trivandrum,Kerala,623152,South,PRD7793,Home,Shirt,iPhone 14,1279.0,2,0.0,338.4393716013407
2795,ORD12794,2024,2024-12-14,2024-12-16,,CUST5794,Vijay,Consumer,India,Pune,Maharashtra,615398,East,PRD7794,Electronics,Shirt,Mixer Pro,15248.0,5,0.1,2926.812507850291
2796,ORD12795,2024,2024-04-12,2024-04-16,Same Day,CUST5795,Rahul,Corporate,India,Hyderabad,Telangana,653594,West,PRD7795,Beauty,Mobile,Sports Watch,44376.0,1,0.2,6975.643283502579
2797,ORD12796,2023,2023-03-24,2023-03-31,First Class,CUST5796,Kumar,Consumer,India,Coimbatore,Tamil Nadu,655343,East,PRD7796,Electronics,Shirt,Mixer Pro,51037.0,4,0.1,
2798,ORD12797,2023,2023-11-16,2023-11-20,First Class,CUST5797,Deepa,Corporate,India,Salem,Tamil Nadu,639430,East,PRD7797,Beauty,Laptop,LED Bulb,76601.0,2,,13035.73875295986
2799,ORD12798,2023,2023-09-24,2023-09-24,Second Class,CUST5798,Rahul,Corporate,India,Kochi,Kerala,670505,Central,PRD7798,Home,Perfume,HP Laptop,6998.0,1,0.2,1024.723499302162
2800,ORD12799,2023,2023-06-17,2023-06-16,Second Class,CUST5799,Kumar,Home Office,India,Pune,Maharashtra,689073,West,PRD7799,Sports,Shirt,Mixer Pro,,6,0.1,0.0
2801,ORD12800,2023,2023-03-14,2023-03-21,Same Day,CUST5800,Meena,Home Office,India,New Delhi,Delhi,681959,East,PRD7800,Electronics,Mixer,LED Bulb,12487.0,5,,3040.8144883310492
2802,ORD12801,2024,2024-11-14,,Standard Class,CUST5801,Deepa,Consumer,India,New Delhi,Delhi,648123,East,PRD7801,Home,Laptop,LED Bulb,,3,0.1,0.0
2803,ORD12802,2024,2024-09-14,2024-09-14,First Class,CUST5802,Rahul,Consumer,India,New Delhi,Delhi,668734,Central,PRD7802,Sports,TV,LED Bulb,57918.0,1,0.05,8573.85496352345
2804,ORD12803,2023,2023-04-17,,Standard Class,CUST5803,Kumar,Home Office,India,Hyderabad,Telangana,688743,East,PRD7803,Electronics,Mixer,Samsung Mobile,77389.0,5,0.1,12545.357582111727
2805,ORD12804,2023,2023-12-21,2023-12-27,Second Class,CUST5804,Meena,Consumer,India,Mysuru,Karnataka,657231,North,PRD7804,Sports,Mixer,Mixer Pro,43200.0,9,0.0,12261.335759902295
2806,ORD12805,2024,2024-07-26,2024-08-01,,CUST5805,Deepa,Consumer,India,Hyderabad,Telangana,615671,West,PRD7805,Fashion,Shirt,Mixer Pro,29206.0,1,0.05,3843.0116897366474
2807,ORD12806,2024,2024-04-02,2024-04-09,Standard Class,CUST5806,Vijay,Home Office,India,Hyderabad,Telangana,685041,North,PRD7806,Electronics,Mobile,Cotton Shirt,31071.0,5,0.05,5196.487785157132
2808,ORD12807,2024,2024-01-27,,First Class,CUST5807,Deepa,Home Office,India,Mysuru,Karnataka,609096,South,PRD7807,Fashion,TV,Smart TV,79202.0,5,0.2,
2809,ORD12808,2023,2023-09-28,2023-10-01,Second Class,CUST5808,Rahul,Corporate,India,Bengaluru,Karnataka,650703,Central,PRD7808,Fashion,Perfume,iPhone 14,59039.0,7,0.1,10916.741472640617
2810,ORD12809,2024,2024-10-26,,Second Class,CUST5809,Sara,Home Office,India,Trivandrum,Kerala,650793,East,PRD7809,Beauty,Mobile,Cotton Shirt,,9,0.1,0.0
2811,ORD12810,2024,2024-06-27,2024-06-30,Standard Class,CUST5810,Rahul,Consumer,India,Hyderabad,Telangana,680760,South,PRD7810,Fashion,Mixer,Cotton Shirt,6310.0,10,0.05,850.165923131883
2812,ORD12811,2023,2023-09-13,2023-09-11,,CUST5811,Rahul,Corporate,India,Hyderabad,Telangana,612745,Central,PRD7811,Fashion,Mobile,HP Laptop,10251.0,9,0.2,2250.0265049913723
2813,ORD12812,2024,2024-07-28,2024-08-04,,CUST5812,Deepa,Corporate,India,Coimbatore,Tamil Nadu,636431,South,PRD7812,Sports,Shoes,Smart TV,21660.0,6,0.2,2460.4040772424237
2814,ORD12813,2023,2023-10-19,2023-10-23,Second Class,CUST5813,Vijay,Home Office,India,New Delhi,Delhi,637900,East,PRD7813,Electronics,Mixer,Sports Watch,9228.0,2,0.2,866.5397562466705
2815,ORD12814,2024,2024-05-28,2024-06-04,Second Class,CUST5814,Kumar,Consumer,India,Kochi,Kerala,677685,West,PRD7814,Home,Perfume,Smart TV,34474.0,5,,3203.800745607851
2816,ORD12815,2023,2023-12-27,2023-12-24,Standard Class,CUST5815,Kumar,Consumer,India,New Delhi,Delhi,679034,Central,PRD7815,Fashion,TV,Sports Watch,55425.0,2,0.0,11425.148576100526
2817,ORD12816,2023,2023-06-24,2023-06-29,Standard Class,CUST5816,Meena,Corporate,India,Kochi,Kerala,614504,South,PRD7816,Electronics,Shoes,Mixer Pro,39181.0,8,0.2,10301.708524136307
2818,ORD12817,2024,2024-11-24,2024-11-27,Second Class,CUST5817,Sara,Corporate,India,New Delhi,Delhi,619085,East,PRD7817,Home,Mixer,iPhone 14,53507.0,9,0.05,15118.2205005723
2819,ORD12818,2024,2024-04-26,2024-04-30,Standard Class,CUST5818,Akalya,Corporate,India,New Delhi,Delhi,686506,North,PRD7818,Fashion,Mobile,Nike Shoes,64996.0,1,0.0,
2820,ORD12819,2023,2023-06-29,2023-07-03,Same Day,CUST5819,Rahul,Home Office,India,Nagpur,Maharashtra,619567,West,PRD7819,Beauty,Laptop,Mixer Pro,78951.0,2,0.05,16144.824416035979
2821,ORD12820,2024,2024-06-28,2024-06-27,,CUST5820,Akalya,Home Office,India,Hyderabad,Telangana,616707,West,PRD7820,Fashion,Shoes,Mixer Pro,78071.0,1,0.1,11228.79490550526
2822,ORD12821,2023,2023-03-10,2023-03-14,Standard Class,CUST5821,Meena,Corporate,India,Trivandrum,Kerala,624768,West,PRD7821,Home,Laptop,HP Laptop,49141.0,7,0.0,11722.143034456636
2823,ORD12822,2024,2024-04-24,2024-04-25,Standard Class,CUST5822,Deepa,Corporate,India,Mangalore,Karnataka,603957,West,PRD7822,Home,Mobile,HP Laptop,74481.0,4,0.2,20609.6672258325
2824,ORD12823,2024,2024-03-17,2024-03-16,Same Day,CUST5823,Kumar,Consumer,India,Salem,Tamil Nadu,653863,South,PRD7823,Electronics,Perfume,Mixer Pro,32783.0,4,0.1,
2825,ORD12824,2023,2023-04-17,2023-04-20,,CUST5824,Vijay,Home Office,India,Bengaluru,Karnataka,607310,North,PRD7824,Home,Shoes,HP Laptop,19071.0,7,0.0,2829.07046584768
2826,ORD12825,2023,2023-09-02,2023-09-05,Same Day,CUST5825,Meena,Corporate,India,Mysuru,Karnataka,650150,Central,PRD7825,Beauty,Shoes,Mixer Pro,12216.0,10,,1036.3817581600422
2827,ORD12826,2023,2023-06-03,2023-06-03,,CUST5826,Kumar,Home Office,India,Mangalore,Karnataka,697049,South,PRD7826,Beauty,TV,Nike Shoes,21395.0,1,0.2,4848.064436258929
2828,ORD12827,2023,2023-05-10,2023-05-11,Same Day,CUST5827,Kumar,Home Office,India,Kochi,Kerala,643619,North,PRD7827,Home,Laptop,Nike Shoes,72689.0,6,0.05,
2829,ORD12828,2024,2024-03-19,2024-03-26,Standard Class,CUST5828,Akalya,Home Office,India,Kochi,Kerala,687430,North,PRD7828,Beauty,Laptop,Cotton Shirt,76670.0,8,,9730.367844214941
2830,ORD12829,2024,2024-12-09,,First Class,CUST5829,Sara,Consumer,India,Hyderabad,Telangana,600482,North,PRD7829,Electronics,Shirt,Sports Watch,,2,0.05,0.0
2831,ORD12830,2024,2024-06-03,2024-06-07,,CUST5830,Akalya,Consumer,India,Mysuru,Karnataka,657889,West,PRD7830,Beauty,Mixer,Smart TV,32442.0,8,0.0,2364.3978939636427
2832,ORD12831,2024,2024-10-22,2024-10-27,Second Class,CUST5831,Meena,Home Office,India,Hyderabad,Telangana,649974,South,PRD7831,Electronics,Shirt,Cotton Shirt,4981.0,7,0.1,1039.120281408992
2833,ORD12832,2024,2024-12-27,2024-12-25,,CUST5832,Kumar,Consumer,India,New Delhi,Delhi,655269,East,PRD7832,Fashion,Mixer,iPhone 14,54843.0,4,0.1,5337.919926522138
2834,ORD12833,2023,2023-12-18,2023-12-17,First Class,CUST5833,Vijay,Corporate,India,Trivandrum,Kerala,648839,Central,PRD7833,Home,TV,Smart TV,13194.0,10,0.2,3044.8392451629643
2835,ORD12834,2024,2024-03-15,2024-03-17,Standard Class,CUST5834,Akalya,Consumer,India,Hyderabad,Telangana,620923,West,PRD7834,Fashion,TV,HP Laptop,34047.0,6,0.0,6398.40262983275
2836,ORD12835,2023,2023-12-30,2024-01-06,Standard Class,CUST5835,Kumar,Consumer,India,Pune,Maharashtra,625825,South,PRD7835,Electronics,Shoes,iPhone 14,39835.0,3,0.0,11161.831532103008
2837,ORD12836,2024,2024-07-04,2024-07-07,Second Class,CUST5836,Vijay,Home Office,India,Kochi,Kerala,636941,West,PRD7836,Beauty,Mixer,Cotton Shirt,25162.0,2,0.05,1796.1106598908498
2838,ORD12837,2024,2024-09-06,2024-09-11,First Class,CUST5837,Vijay,Corporate,India,Madurai,Tamil Nadu,680033,North,PRD7837,Sports,Perfume,Mixer Pro,21583.0,9,0.05,
2839,ORD12838,2023,2023-12-05,2023-12-03,Same Day,CUST5838,Akalya,Corporate,India,Mangalore,Karnataka,683786,West,PRD7838,Fashion,Shirt,Cotton Shirt,20561.0,3,0.2,2330.813068267297
2840,ORD12839,2023,2023-06-03,2023-06-03,Standard Class,CUST5839,Kumar,Home Office,India,Kochi,Kerala,691956,West,PRD7839,Beauty,Shirt,Smart TV,986.0,6,0.1,292.4342680249346
2841,ORD12840,2024,2024-05-04,,First Class,CUST5840,Vijay,Corporate,India,Mysuru,Karnataka,686519,Central,PRD7840,Sports,Mobile,iPhone 14,27772.0,3,0.0,3656.1750920472473
2842,ORD12841,2023,2023-07-16,2023-07-17,Second Class,CUST5841,Sara,Corporate,India,Hyderabad,Telangana,643516,South,PRD7841,Home,Mixer,Cotton Shirt,77302.0,5,,
2843,ORD12842,2023,2023-04-29,2023-05-03,,CUST5842,Deepa,Corporate,India,Hyderabad,Telangana,604004,West,PRD7842,Electronics,Mobile,iPhone 14,75623.0,2,0.2,21868.810797590104
2844,ORD12843,2024,2024-02-11,,Standard Class,CUST5843,Deepa,Home Office,India,Mysuru,Karnataka,639734,Central,PRD7843,Beauty,TV,LED Bulb,23405.0,8,0.2,5370.550399161626
2845,ORD12844,2023,2023-07-07,2023-07-06,Standard Class,CUST5844,Akalya,Consumer,India,Hyderabad,Telangana,609213,South,PRD7844,Fashion,Perfume,Smart TV,70073.0,4,0.0,8190.716171792744
2846,ORD12845,2024,2024-03-31,2024-04-02,,CUST5845,Sara,Home Office,India,Bengaluru,Karnataka,627360,South,PRD7845,Fashion,Mixer,Sports Watch,8295.0,1,0.05,533.3038458487309
2847,ORD12846,2023,2023-11-17,2023-11-15,First Class,CUST5846,Vijay,Corporate,India,Hyderabad,Telangana,602101,North,PRD7846,Home,Shirt,Samsung Mobile,38405.0,6,,6525.325865222108
2848,ORD12847,2024,2024-03-08,2024-03-07,Same Day,CUST5847,Sara,Corporate,India,Hyderabad,Telangana,683174,Central,PRD7847,Beauty,Mixer,Cotton Shirt,70105.0,4,0.1,7732.481402843927
2849,ORD12848,2023,2023-10-15,2023-10-15,First Class,CUST5848,Sara,Home Office,India,Salem,Tamil Nadu,643393,East,PRD7848,Beauty,Mobile,Samsung Mobile,,6,0.2,0.0
2850,ORD12849,2024,2024-12-07,2024-12-04,,CUST5849,Rahul,Consumer,India,Coimbatore,Tamil Nadu,623391,South,PRD7849,Home,Perfume,Sports Watch,31378.0,9,0.05,6178.315142328126
2851,ORD12850,2023,2023-02-21,2023-02-21,First Class,CUST5850,Meena,Corporate,India,Trivandrum,Kerala,682131,East,PRD7850,Electronics,TV,LED Bulb,1267.0,8,0.1,153.41126540933885
2852,ORD12851,2024,2024-11-03,2024-11-06,First Class,CUST5851,Kumar,Corporate,India,Pune,Maharashtra,635071,North,PRD7851,Fashion,Laptop,Mixer Pro,56326.0,10,0.0,15394.68866838317
2853,ORD12852,2024,2024-07-26,,Standard Class,CUST5852,Kumar,Home Office,India,Salem,Tamil Nadu,648564,North,PRD7852,Beauty,Perfume,Mixer Pro,71766.0,5,,19798.293853891977
2854,ORD12853,2023,2023-05-02,2023-05-07,Standard Class,CUST5853,Rahul,Home Office,India,New Delhi,Delhi,677539,West,PRD7853,Electronics,Shirt,Nike Shoes,72210.0,9,0.0,20668.803572480487
2855,ORD12854,2023,2023-01-24,2023-01-25,Standard Class,CUST5854,Akalya,Home Office,India,Kozhikode,Kerala,639206,North,PRD7854,Sports,TV,iPhone 14,79993.0,3,,5790.571815713065
2856,ORD12855,2024,2024-11-05,2024-11-09,Same Day,CUST5855,Deepa,Consumer,India,Mysuru,Karnataka,658053,South,PRD7855,Electronics,Shoes,Mixer Pro,31004.0,2,0.0,8350.318915339965
2857,ORD12856,2023,2023-03-13,2023-03-13,Same Day,CUST5856,Akalya,Corporate,India,Hyderabad,Telangana,605523,East,PRD7856,Sports,Mixer,LED Bulb,50586.0,4,0.0,12704.668419535477
2858,ORD12857,2023,2023-12-19,2023-12-25,Standard Class,CUST5857,Vijay,Consumer,India,Mangalore,Karnataka,666170,West,PRD7857,Home,Laptop,Nike Shoes,69983.0,9,0.0,
2859,ORD12858,2024,2024-12-26,2024-12-23,Second Class,CUST5858,Akalya,Corporate,India,Mangalore,Karnataka,671922,West,PRD7858,Home,Perfume,Sports Watch,51900.0,9,0.05,4225.20535600576
2860,ORD12859,2024,2024-12-02,2024-12-08,Standard Class,CUST5859,Vijay,Consumer,India,Mysuru,Karnataka,681550,West,PRD7859,Sports,Shoes,Samsung Mobile,28397.0,10,0.1,7302.438445295223
2861,ORD12860,2024,2024-01-21,2024-01-27,,CUST5860,Vijay,Corporate,India,Pune,Maharashtra,659863,Central,PRD7860,Electronics,Shoes,LED Bulb,58613.0,10,0.05,4385.770636705706
2862,ORD12861,2023,2023-09-13,2023-09-14,,CUST5861,Rahul,Home Office,India,Kozhikode,Kerala,633032,North,PRD7861,Beauty,Shoes,Samsung Mobile,56055.0,1,0.1,3723.8643331181247
2863,ORD12862,2024,2024-08-18,2024-08-19,Same Day,CUST5862,Vijay,Home Office,India,Hyderabad,Telangana,667665,East,PRD7862,Electronics,TV,Nike Shoes,60214.0,1,0.0,12311.063904486105
2864,ORD12863,2024,2024-09-24,2024-09-21,First Class,CUST5863,Vijay,Consumer,India,Kochi,Kerala,620014,East,PRD7863,Electronics,Mobile,Sports Watch,5488.0,8,0.05,746.399725775831
2865,ORD12864,2023,2023-01-02,,Second Class,CUST5864,Vijay,Corporate,India,Hyderabad,Telangana,639564,Central,PRD7864,Fashion,TV,HP Laptop,30746.0,10,0.2,
2866,ORD12865,2023,2023-12-31,2023-12-28,,CUST5865,Sara,Home Office,India,Hyderabad,Telangana,650076,Central,PRD7865,Sports,Shoes,iPhone 14,44658.0,10,0.1,9946.213599543886
2867,ORD12866,2023,2023-08-19,2023-08-24,,CUST5866,Rahul,Consumer,India,Hyderabad,Telangana,642873,South,PRD7866,Home,Mixer,LED Bulb,18868.0,4,0.1,3366.5683034519902
2868,ORD12867,2024,2024-11-17,2024-11-23,,CUST5867,Vijay,Home Office,India,Kozhikode,Kerala,677001,South,PRD7867,Sports,Shirt,Nike Shoes,35795.0,7,,4756.091875809574
2869,ORD12868,2024,2024-09-27,2024-09-30,Standard Class,CUST5868,Akalya,Corporate,India,Salem,Tamil Nadu,609399,East,PRD7868,Beauty,Shoes,HP Laptop,24680.0,1,0.05,5306.186140089716
2870,ORD12869,2023,2023-10-18,2023-10-23,Second Class,CUST5869,Deepa,Home Office,India,Hyderabad,Telangana,685776,East,PRD7869,Sports,Shoes,LED Bulb,30164.0,2,0.0,5401.355838418727
2871,ORD12870,2024,2024-02-01,2024-02-03,Second Class,CUST5870,Akalya,Consumer,India,Pune,Maharashtra,623006,South,PRD7870,Electronics,Laptop,Samsung Mobile,77243.0,9,0.0,
2872,ORD12871,2024,2024-09-06,2024-09-09,Second Class,CUST5871,Deepa,Home Office,India,Madurai,Tamil Nadu,657095,Central,PRD7871,Sports,Mixer,HP Laptop,21089.0,10,0.2,4437.441614338686
2873,ORD12872,2024,2024-08-11,2024-08-11,,CUST5872,Akalya,Consumer,India,Nagpur,Maharashtra,675312,West,PRD7872,Fashion,TV,Cotton Shirt,24818.0,3,0.0,1841.4217391698967
2874,ORD12873,2023,2023-05-02,2023-05-09,Same Day,CUST5873,Rahul,Home Office,India,New Delhi,Delhi,657483,Central,PRD7873,Fashion,TV,Mixer Pro,79583.0,10,0.2,4278.750172281986
2875,ORD12874,2023,2023-03-23,2023-03-24,Second Class,CUST5874,Meena,Corporate,India,Hyderabad,Telangana,680733,West,PRD7874,Fashion,Shirt,LED Bulb,22678.0,5,0.2,2523.576180521427
2876,ORD12875,2024,2024-02-23,2024-02-29,Second Class,CUST5875,Sara,Consumer,India,Trivandrum,Kerala,637824,North,PRD7875,Electronics,Mobile,Cotton Shirt,35947.0,2,0.05,8109.5701436955305
2877,ORD12876,2024,2024-08-30,2024-09-05,,CUST5876,Meena,Consumer,India,Bengaluru,Karnataka,619211,North,PRD7876,Home,TV,HP Laptop,8369.0,10,0.05,1048.686103487414
